sample	species	group	population	FROH	het	high_hom	high_het	high_all	moderate_hom	moderate_het	moderate_all	low_hom	low_het	low_all	cadd_01_hom	cadd_01_het	cadd_01_total	cadd_05_hom	cadd_05_het	cadd_05_total	cadd_10_hom	cadd_10_het	cadd_10_total	cadd_25_hom	cadd_25_het	cadd_25_total	FROH_100k	het_out_roh	het_out_roh_100k	cadd_01_hom_out_roh	cadd_01_het_out_roh	cadd_05_hom_out_roh	cadd_05_het_out_roh	modifier_hom	modifier_het	modifier_all	high_hom_raw	high_het_raw	high_all_raw	moderate_hom_raw	moderate_het_raw	moderate_all_raw	low_hom_raw	low_het_raw	low_all_raw	high_hom_corr	high_het_corr	high_all_corr	moderate_hom_corr	moderate_het_corr	moderate_all_corr	low_hom_corr	low_het_corr	low_all_corr	cadd_01_hom_raw	cadd_01_het_raw	cadd_01_total_raw	cadd_05_hom_raw	cadd_05_het_raw	cadd_05_total_raw	cadd_10_hom_raw	cadd_10_het_raw	cadd_10_total_raw	cadd_25_hom_raw	cadd_25_het_raw	cadd_25_total_raw	cadd_50_hom_raw	cadd_50_het_raw	cadd_50_total_raw	cadd_neutral_hom_raw	cadd_neutral_het_raw	cadd_neutral_total_raw	cadd_01_hom_corr	cadd_01_het_corr	cadd_01_total_corr	cadd_05_hom_corr	cadd_05_het_corr	cadd_05_total_corr	cadd_10_hom_corr	cadd_10_het_corr	cadd_10_total_corr	cadd_25_hom_corr	cadd_25_het_corr	cadd_25_total_corr	cadd_50_hom_corr	cadd_50_het_corr	cadd_50_total_corr
MK_413_ds	Mauritius	early	West	0.457224404	3.36E-05	9.36E-05	1.34E-04	0.000321006	0.00438708	0.005109343	0.013883503	0.00469471	0.004935464	0.014324884	0.002972596	0.005387831	0.011333024	0.034928007	0.03678588	0.106641895	0.056479331	0.050534138	0.1634928	0.161263353	0.129679517	0.452206223	0.618334563	6.75E-05	8.80E-05	0.974226804	1	0.963544304	0.97979798	56041	37448	74765	7	10	12	328	382	519	351	369	535.5	6.26488517	8.949835957	10.73980315	293.5546194	341.8837335	464.4964861	314.1392421	330.2489468	479.2637155	16	29	30.5	188	198	287	304	272	440	868	698	1217	1418	1205	2020.5	3966	2833	5382.5	13.78620256	24.98749215	26.27994864	161.9878801	170.6042567	247.2900085	261.9378487	234.3654436	379.1205705	747.901489	601.4230868	1048.613032	1221.802202	1038.273381	1740.938892
MK_421_ds	Mauritius	early	West	0.407582817	3.31E-05	1.08E-04	1.55E-04	0.000371227	0.004392851	0.004532061	0.013317763	0.004269109	0.004795013	0.013333231	0.003255562	0.005642973	0.012154097	0.034943028	0.039934889	0.109820944	0.057080846	0.052740098	0.16690179	0.167986978	0.143027672	0.479001628	0.674459655	5.78E-05	1.02E-04	0.966480447	1	0.966804979	0.97826087	48275	32751	64650.5	7	10	12	284	293	430.5	276	310	431	7.245019601	10.350028	12.4200336	293.9407952	303.2558204	445.5687055	285.6607728	320.850868	446.0862069	15	26	28	161	184	253	263	243	384.5	774	659	1103.5	1210	1076	1748	3259	2697	4607.5	15.09852861	26.17078293	28.18392008	162.0575405	185.2086177	254.6618493	264.727535	244.5961635	387.0256168	779.0840765	663.3286904	1110.748422	1217.947975	1083.067786	1759.481868
MK_43_ds	Mauritius	early	West	0.296980503	4.34E-05	6.84E-05	1.37E-04	0.000273751	0.00399677	0.005256026	0.013249566	0.004215771	0.005379214	0.013810756	0.003019723	0.005850712	0.011890158	0.027932434	0.044163442	0.10002831	0.046050769	0.066622629	0.158724167	0.13834104	0.190053789	0.466735869	0.528086453	6.49E-05	9.20E-05	0.989304813	1	0.980412917	0.987179487	51707	42704	73059	5	10	10	292	384	484	308	393	504.5	4.579411745	9.158823489	9.158823489	267.4376459	351.698822	443.2870569	282.0917635	359.9417631	462.062645	16	31	31.5	148	234	265	244	353	420.5	733	1007	1236.5	1192	1580	1982	3275	4047	5298.5	14.00476272	27.13422778	27.57187661	129.5440552	204.8196548	231.9538826	213.5726315	308.9800776	368.0626703	641.5931923	881.424754	1082.305569	1043.354823	1382.970319	1734.839982
MK_446_ds	Mauritius	early	West	0.353544756	3.54E-05	9.21E-05	2.00E-04	0.000383662	0.004220283	0.005908397	0.014348963	0.004511867	0.006215327	0.015239061	0.003449391	0.005174086	0.012072868	0.036434192	0.04570443	0.118572814	0.06187345	0.056914951	0.180661851	0.161690202	0.153497898	0.476878302	0.646828606	5.61E-05	1.00E-04	0.957055215	1	0.967871486	0.995283019	47727	34869	65161.5	6	13	12.5	275	385	467.5	294	405	496.5	6.161317514	13.34952128	12.83607815	282.3937194	395.3512071	480.069323	301.9045582	415.8889322	509.8490243	16	24	28	169	212	275	287	264	419	750	712	1106	1237	1158	1816	3116	3045	4638.5	15.99746368	23.99619552	27.99556145	168.9732102	211.9663938	274.9564071	286.9545048	263.9581508	418.9335802	749.8811101	711.8871339	1105.824677	1236.803911	1157.816434	1815.712128
MK_591782_ds	Mauritius	early	West	0.403111742	3.41E-05	1.03E-04	1.17E-04	0.000322186	0.004408093	0.005272137	0.014088323	0.004437382	0.005975089	0.014849853	0.003909867	0.005967692	0.013787427	0.030455808	0.042596975	0.103508591	0.049387797	0.050622492	0.149398086	0.157629386	0.140137874	0.455396646	0.645199156	5.89E-05	9.61E-05	0.964705882	1	0.97880647	1	50744	35079	68283.5	7	8	11	301	360	481	303	408	507	6.859550839	7.839486673	10.77929418	294.9606861	352.7769003	471.3491362	296.9205577	399.8138203	496.8274679	19	29	33.5	148	207	251.5	240	246	363	766	681	1106.5	1243	1105	1795.5	3425	2869	4859.5	18.13304443	27.67675203	31.97142044	141.2468724	197.5547472	240.024246	229.0489823	234.7752068	346.4365857	731.0480018	649.9264872	1056.011245	1186.282854	1054.579689	1713.572699
MK_591798_ds	Mauritius	early	West	0.362200407	3.63E-05	7.85E-05	1.96E-04	0.000353288	0.004396467	0.005417076	0.01421001	0.004331044	0.00590121	0.014563298	0.002813222	0.004219833	0.009846278	0.032352055	0.039987943	0.104692053	0.057269165	0.055862554	0.170400884	0.154325329	0.156334773	0.464985431	0.645743925	5.99E-05	1.02E-04	0.988505747	1	0.971444569	0.984924623	55629	41592	76425	6	15	13.5	336	414	543	331	451	556.5	5.253263869	13.13315967	11.8198437	294.1827767	362.475207	475.4203801	289.8050568	394.8703341	487.2402238	14	21	24.5	161	199	260.5	285	278	424	768	778	1157	1313	1232	1929	3424	3105	4976.5	13.04706237	19.57059355	22.83235915	150.0412173	185.4546723	242.7685534	265.6009125	259.0773813	395.1396032	715.7245643	725.0438945	1078.246512	1223.628064	1148.141489	1797.698808
MK_594332_ds	Mauritius	early	East	0.381374722	3.61E-05	6.59E-05	1.32E-04	0.00026371	0.004074313	0.005551087	0.013699713	0.004456692	0.005841168	0.014754552	0.003004614	0.005150767	0.011159996	0.029616912	0.043352291	0.102586114	0.053653826	0.053868441	0.161176093	0.164609937	0.144650714	0.473870588	0.662063542	6.15E-05	1.07E-04	0.975903614	0.958333333	0.979314421	0.985148515	55415	40852	75841	5	10	10	309	421	519.5	338	443	559.5	4.411429737	8.822859473	8.822859473	272.6263577	371.4423838	458.3475496	298.2126502	390.8526747	493.6389875	14	24	26	138	202	239	250	251	375.5	767	674	1104	1210	1192	1806	3287	2745	4659.5	13.93469383	23.88804656	25.87871711	137.3562677	201.0577252	237.8851303	248.8338183	249.8291536	373.7483951	763.4221546	670.8559742	1098.850142	1204.355681	1186.439646	1797.575504
MK_594337_ds	Mauritius	early	East	0.373301775	3.72E-05	1.05E-04	9.20E-05	0.0003022	0.004204524	0.005492159	0.013901207	0.004822063	0.005584133	0.015228259	0.002900352	0.006007872	0.011808577	0.032111042	0.039569091	0.103791175	0.058007044	0.048891651	0.164905739	0.15537601	0.145224777	0.455976797	0.649881106	6.31E-05	1.06E-04	0.97515528	0.965517241	0.970114943	0.994764398	55380	41457	76108.5	8	7	11.5	320	418	529	367	425	579.5	7.03347968	6.15429472	10.11062704	281.3391872	367.4993133	465.0888438	322.6608803	373.653608	509.4876843	14	29	28.5	155	191	250.5	280	236	398	750	701	1100.5	1245	1155	1822.5	3381	2892	4827	13.451151	27.8630985	27.38270025	148.9234575	183.5121315	240.6795233	269.02302	226.747974	382.397007	720.5973751	673.5183466	1057.356548	1196.191643	1109.719958	1751.051621
MK_594338_ds	Mauritius	early	East	0.409331965	3.46E-05	1.22E-04	9.45E-05	0.000337626	0.004605214	0.005239951	0.014450379	0.004875315	0.005645101	0.015395731	0.003969129	0.003748622	0.01168688	0.034840132	0.035722161	0.105402426	0.054024256	0.050716648	0.15876516	0.161631753	0.140463065	0.463726571	0.68758692	6.27E-05	1.11E-04	0.96875	0.941176471	0.965686275	0.944444444	54973	38147	74046.5	9	7	12.5	341	388	535	361	418	570	8.13301151	6.325675619	11.29584932	308.1507694	350.6231629	483.4623509	326.2241283	377.7332012	515.090729	18	17	26.5	158	162	239	245	230	360	733	637	1051.5	1247	1091	1792.5	3356	2358	4535	18.40788637	17.38522602	27.10049938	161.5803359	165.6709774	244.4158246	250.5517868	235.2118814	368.1577275	749.6100396	651.4346456	1075.327362	1275.257462	1115.722446	1833.118685
MK_594341_ds	Mauritius	early	East	0.357605255	3.47E-05	1.06E-04	1.98E-04	0.000409236	0.003881137	0.00541247	0.013174744	0.004158361	0.005900912	0.014217634	0.002683063	0.004695361	0.010061487	0.029737283	0.03979877	0.099273337	0.052766909	0.052766909	0.158300727	0.152263835	0.157406372	0.461934042	0.654804838	5.56E-05	1.01E-04	0.981927711	1	0.978520286	0.988764045	53823	43856	75751	8	15	15.5	294	410	499	315	447	538.5	7.066673552	13.25001291	13.69168001	259.700253	362.1670195	440.7837628	278.2502711	394.8503847	475.6754635	12	21	22.5	133	178	222	236	236	354	681	704	1033	1084	1100	1634	3011	2923	4472.5	12.44341564	21.77597738	23.33140433	137.9145234	184.5773321	230.2031894	244.7205077	244.7205077	367.0807615	706.1638378	730.0137178	1071.170697	1124.055213	1140.646434	1694.37843
MK_594342_ds	Mauritius	early	East	0.346530587	3.68E-05	9.13E-05	1.56E-04	0.000338976	0.003976454	0.005736524	0.013689432	0.004080755	0.005801712	0.013963222	0.004273961	0.004060263	0.012608185	0.031199915	0.040816327	0.103216156	0.048295758	0.055561492	0.152153008	0.1530078	0.15514478	0.46116038	0.614718878	5.79E-05	9.55E-05	0.961538462	0.947368421	0.979487179	0.984293194	53266	46871	76701.5	7	12	13	305	440	525	313	445	535.5	6.106714206	10.46865293	11.34104067	266.0782619	383.8506073	458.0035655	273.0573638	388.212546	467.1636368	20	19	29.5	146	191	241.5	226	260	356	716	726	1079	1104	1233	1720.5	3136	3087	4679.5	19.82162499	18.83054374	29.23689685	144.6978624	189.2965186	239.3461217	223.9843623	257.6811248	352.8249247	709.6141745	719.524987	1069.376668	1094.153699	1222.00318	1705.155289
MK_594345_ds	Mauritius	early	East	0.363816725	3.75E-05	7.88E-05	1.18E-04	0.000275766	0.004097096	0.00558098	0.013775172	0.004491047	0.006093117	0.015075211	0.00376845	0.004396525	0.011933424	0.033916047	0.03852193	0.106354025	0.05715482	0.048989846	0.163299486	0.157856171	0.143410447	0.459122789	0.644005467	6.21E-05	1.05E-04	0.966850829	1	0.967945049	0.97826087	55123	42057	76151.5	6	9	10.5	312	425	524.5	342	464	574	5.272131096	7.908196644	9.226229418	274.150817	373.4426193	460.8721267	300.5114725	407.7114714	504.3672082	18	21	28.5	162	184	254	273	234	390	754	685	1096.5	1238	1242	1859	3350	2853	4776.5	17.47718302	20.39004686	27.67220645	157.2946472	178.6556487	246.6224715	265.0706092	227.2033793	378.6722988	732.0997777	665.1039095	1064.651732	1202.04181	1205.925629	1805.004624
MK_594350_ds	Mauritius	early	East	0.419731512	3.35E-05	7.91E-05	1.71E-04	0.000329418	0.004308783	0.005217976	0.013835542	0.004532787	0.005534217	0.014599791	0.003474107	0.004776897	0.011725111	0.036478124	0.038649441	0.111605689	0.059928347	0.040603626	0.16046032	0.173053957	0.129193356	0.47530127	0.694496635	6.14E-05	1.10E-04	0.954285714	0.954545455	0.958090803	1	56857	38069	75891.5	6	13	12.5	327	396	525	344	420	554	5.29019312	11.46208509	11.02123567	288.315525	349.1527459	462.891898	303.3044056	370.3135184	488.4611648	16	22	27	168	178	257	276	187	369.5	797	595	1094.5	1311	993	1807.5	3389	2433	4605.5	16.11209104	22.15412518	27.18915363	169.1769559	179.2470128	258.8004624	277.9335705	188.3100641	372.0886025	802.583535	599.1683856	1102.167728	1320.18446	999.9566503	1820.162785
MK_594356_ds	Mauritius	early	West	0.471886005	3.00E-05	1.18E-04	1.18E-04	0.000352685	0.004519597	0.004689408	0.013728602	0.004872282	0.00518578	0.014930344	0.00388707	0.004091653	0.011865794	0.040302782	0.028641571	0.109247136	0.061170213	0.034779051	0.157119477	0.185556465	0.113747954	0.484860884	0.71975019	6.19E-05	1.07E-04	0.966666667	0.95	0.955629506	0.942857143	59107	34897	76555.5	9	9	13.5	346	359	525.5	373	397	571.5	7.866463373	7.866463373	11.79969506	302.4218141	313.7844834	459.3140558	326.0212042	346.9984399	499.5204242	19	20	29	197	140	267	299	170	384	907	556	1185	1502	895	1949.5	3774	2228	4888	18.0273178	18.976124	27.5153798	186.9148214	132.832868	253.3312554	283.6930538	161.297054	364.3415808	860.5672235	527.5362472	1124.335347	1425.106912	849.1815491	1849.697687
MK_594357_ds	Mauritius	early	West	0.467567812	2.94E-05	6.65E-05	1.60E-04	0.000292551	0.004162206	0.00492018	0.013244592	0.004707416	0.004999967	0.014414799	0.003915171	0.003045133	0.010875476	0.034801523	0.032408918	0.102011963	0.054159869	0.045894508	0.154214246	0.157694399	0.136813486	0.452202284	0.718183932	5.70E-05	1.04E-04	0.981927711	0.928571429	0.961864407	0.966442953	56583	37235	75200.5	5	12	11	313	370	498	354	376	542	4.449002901	10.67760696	9.787806382	278.5075816	329.2262147	443.1206889	314.9894054	334.5650181	482.2719145	18	14	25	160	149	234.5	249	211	354.5	725	629	1039.5	1243	952	1719	3400	2395	4597.5	18.15764322	14.12261139	25.21894892	161.4012731	150.3049355	236.5537408	251.1807312	212.8479289	357.6046956	731.3495186	634.5087548	1048.603896	1253.88614	960.3375748	1734.054928
MK_594358_ds	Mauritius	early	West	0.525685553	2.71E-05	9.24E-05	1.19E-04	0.000303568	0.004223558	0.004672311	0.013119427	0.004817496	0.005121064	0.014756056	0.003690037	0.004124159	0.011504233	0.038419796	0.032125027	0.108964619	0.063598871	0.041241589	0.168439331	0.178207076	0.130019535	0.486433687	0.741679395	5.95E-05	1.05E-04	0.962162162	0.842105263	0.953908985	0.966216216	57994	35543	75765.5	7	9	11.5	320	354	497	365	388	559	6.182155991	7.948486274	10.15639913	282.6128453	312.6404601	438.9330753	322.3552767	342.6680749	493.6893141	17	19	26.5	177	148	251	293	190	388	821	599	1120.5	1361	923	1822.5	3340	2534	4607	17.1135229	19.12687854	26.67696217	178.1819737	148.988317	252.6761322	294.9566006	191.2687854	390.5909932	826.4824883	603.0000128	1127.982495	1370.08851	929.1636257	1834.670323
MK_594369_ds	Mauritius	early	West	0.45662741	3.11E-05	9.20E-05	5.26E-05	0.000236578	0.004455543	0.005165276	0.014076362	0.004692121	0.005769863	0.015154105	0.004345127	0.003517484	0.012207738	0.033312642	0.034347196	0.100972481	0.0554521	0.046554935	0.157459135	0.170080695	0.126629423	0.466790813	0.681645144	5.95E-05	9.77E-05	0.945054945	0.941176471	0.964514252	0.993975904	56534	39102	76085	7	4	9	339	393	535.5	357	439	576.5	6.156195567	3.517826038	7.915108586	298.1357567	345.6264083	470.9489609	313.9659739	386.0814077	507.0066778	21	17	29.5	161	166	244	268	225	380.5	822	612	1128	1318	1018	1827	3558	2550	4833	20.1516778	16.31326298	28.3083093	154.4961965	159.294215	234.143304	257.1737929	215.9108336	365.1292097	788.7942454	587.2774674	1082.432979	1264.757683	976.8765716	1753.195969
MK_594370_ds	Mauritius	early	West	0.277527291	4.12E-05	1.05E-04	1.45E-04	0.000354806	0.003705748	0.005440353	0.012851849	0.004231386	0.006123683	0.014586455	0.003470096	0.005103082	0.012043274	0.029802	0.04715248	0.106756481	0.052867932	0.064094713	0.169830577	0.147989386	0.179016126	0.474994898	0.582394153	5.92E-05	9.87E-05	0.978723404	0.92	0.984606613	0.987012987	53192	45812	76098	8	11	13.5	282	414	489	322	466	555	7.034450159	9.672368969	11.87063464	247.9643681	364.0327958	429.980766	283.1366189	409.7567218	488.0149798	17	25	29.5	146	231	261.5	259	314	416	725	877	1163.5	1153	1461	1883.5	3119	3560	4899	16.09348847	23.6668948	27.92693587	138.2146657	218.682108	247.5557197	245.1890302	297.2561987	393.8171295	686.3399493	830.2346697	1101.457284	1091.517188	1383.093332	1783.063855
MK_594371_ds	Mauritius	early	West	0.529796686	2.60E-05	9.24E-05	9.24E-05	0.000277239	0.004607443	0.004250993	0.013465879	0.004699856	0.004607443	0.014007155	0.003135124	0.003971157	0.010241405	0.034277354	0.026753057	0.095307765	0.054760163	0.033232313	0.142752639	0.168669662	0.108475285	0.445814609	0.755970662	6.21E-05	1.07E-04	0.958083832	1	0.964306275	0.984375	60331	30832	75747	7	7	10.5	349	322	510	356	349	530.5	6.183665884	6.183665884	9.275498826	308.2999134	284.4486307	450.5242287	314.4835792	308.2999134	468.6335359	15	19	24.5	164	128	228	262	159	341.5	807	519	1066.5	1359	823	1770.5	3734	2101	4784.5	14.53996668	18.41729113	23.74861225	158.9703024	124.0743823	221.0074936	253.9647514	154.1236468	331.0265748	782.2502075	503.0828472	1033.791631	1317.320981	797.7595053	1716.200734
MK_594373_ds	Mauritius	early	West	0.418085925	3.47E-05	7.82E-05	9.12E-05	0.000247552	0.004182329	0.00540706	0.013771718	0.004403823	0.005589467	0.014397113	0.003544005	0.00452845	0.01161646	0.03248671	0.035833826	0.100807246	0.055916519	0.052569403	0.164402441	0.151801536	0.152392203	0.455995275	0.613935211	6.28E-05	8.99E-05	0.985074627	0.869565217	0.972457627	0.994505495	55393	42717	76751.5	6	7	9.5	321	415	528.5	338	429	552.5	5.230916545	6.102735969	8.282284529	279.8540351	361.805061	460.7565656	294.6749653	374.0105329	481.6802318	18	23	29.5	165	182	256	284	267	417.5	771	774	1158	1365	1308	2019	3451	3256	5079	16.43626003	21.00188782	26.93720394	150.665717	166.1888514	233.7601427	259.3276583	243.8045238	381.2299202	704.0198047	706.7591814	1057.399395	1246.416386	1194.368229	1843.6005
MK_594387_ds	Mauritius	early	East	0.566631137	2.55E-05	1.18E-04	9.21E-05	0.00032885	0.004682824	0.004788056	0.014153704	0.004485514	0.005603604	0.014574632	0.003003647	0.004076378	0.010083673	0.032825574	0.027461918	0.093113066	0.057283845	0.037545591	0.152113281	0.167989702	0.112207681	0.448187085	0.753595353	6.25E-05	1.03E-04	0.969325153	1	0.962750716	0.96875	59270	33505	76022.5	9	7	12.5	356	364	538	341	426	554	7.921615795	6.161256729	11.00224416	313.3439137	320.3853499	473.5365886	300.1412207	374.956481	487.6194612	14	19	23.5	153	128	217	267	175	354.5	783	523	1044.5	1286	858	1715	3542	2238	4661	13.93020937	18.90528415	23.38285145	152.2372881	127.3619143	215.9182453	265.668993	174.1276171	352.7328016	779.0967099	520.3928215	1039.293121	1279.589232	853.7228315	1706.450648
MK_596254_ds	Mauritius	early	East	0.380756623	3.57E-05	7.84E-05	9.15E-05	0.0002484	0.004196654	0.005268697	0.013662005	0.004248949	0.005373287	0.013871185	0.003505516	0.004742757	0.011753789	0.03959171	0.035673781	0.114857202	0.057737911	0.047633777	0.163109599	0.173213733	0.144344778	0.490772244	0.652131422	6.06E-05	1.03E-04	0.976744186	1	0.954773869	0.988439306	55928	41123	76489.5	6	7	9.5	321	403	522.5	325	411	530.5	5.248834038	6.123639711	8.310653894	280.8126211	352.5466862	457.0859642	284.3118437	359.5451316	464.0844096	17	23	28.5	192	173	278.5	280	231	395.5	840	700	1190	1339	1144	1911	3580	2539	4849.5	16.25775853	21.99579095	27.25565401	183.6170375	165.4466015	266.3403383	267.7748464	220.9142483	378.2319705	803.3245392	669.437116	1138.043097	1280.537569	1094.051515	1827.563327
MK_596306	Mauritius	early	East	0.455015914	3.38E-05	1.01E-04	1.01E-04	0.000303732	0.003688169	0.00394851	0.011324848	0.003832803	0.00390512	0.011570726	0.003855519	0.003043831	0.01075487	0.033482143	0.033887987	0.100852273	0.055194805	0.048701299	0.159090909	0.161931818	0.132102273	0.455965909	0.666521191	7.18E-05	1.01E-04	0.957894737	1	0.968357883	0.982035928	52678	32924	69140	7	7	10.5	255	273	391.5	265	270	400	6.77457535	6.77457535	10.16186303	246.788102	264.2084387	378.8923214	256.4660668	261.3050492	387.1185914	19	15	26.5	165	167	248.5	272	240	392	798	651	1123.5	1302	1033	1818.5	3584	2688	4928	17.88099217	14.11657277	24.93927855	155.2823004	157.1645101	233.8645555	255.9805195	225.8651642	368.9131016	751.0016711	612.659258	1057.3313	1225.318516	972.1613111	1711.399172
MK_5A12345	Mauritius	middle	East	0.425372954	3.60E-05	1.34E-04	1.34E-04	0.000400668	0.003472454	0.00393248	0.010877388	0.003902801	0.003739566	0.011545168	0.003954626	0.002705797	0.010615048	0.033510251	0.03475908	0.101779582	0.056405453	0.055989177	0.168800083	0.160266417	0.144656052	0.465188886	0.668803144	7.17E-05	1.09E-04	0.967213115	0.846153846	0.969529086	0.934131737	50308	34159	67387.5	9	9	13.5	234	265	366.5	263	252	389	8.936687617	8.936687617	13.40503142	232.353878	263.135802	363.9217791	261.1498715	250.2272533	386.2634981	19	13	25.5	161	167	244.5	271	269	405.5	770	695	1117.5	1254	1139	1823.5	3428	2753	4804.5	18.34062429	12.5488482	24.61504839	155.4126585	161.2044346	236.0148758	261.5952202	259.6646281	391.4275342	743.2779318	670.8807307	1078.718297	1210.481203	1099.472162	1760.217284
